feature	Absiella	Acidaminococcus	Actinobacteria.gen...Trueperella.Streptomyces.	Actinobacteria.gen...Xylanimonas.Schaalia.Sanguibacter.	Actinomyces	Adlercreutzia	Akkermansia	Alistipes	Anaerococcus	Anaerofustis	Anaeromassilibacillus	Anaerostipes	Anaerotignum	Anaerotruncus	Atopobiaceae.gen..incertae.sedis	Atopobium	Bacteria.gen..incertae.sedis	Bacteroidales.gen..incertae.sedis	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Bittarella	Blautia	Bradyrhizobium	Butyricicoccus	Campylobacter	Catabacter	Christensenella	Clostridia.gen..incertae.sedis	Clostridiaceae.gen..incertae.sedis	Clostridiales.Family.XIII..Incertae.Sedis.gen..incertae.sedis	Clostridiales.gen...Clostridium.Eubacterium.	Clostridiales.gen...Clostridium.Flavonifractor.	Clostridiales.gen...Ruminococcus.Blautia.	Clostridiales.gen...Ruminococcus.Clostridium.Blautia.	Clostridiales.gen...Ruminococcus.Clostridium.	Clostridiales.gen...Ruminococcus.Eubacterium.	Clostridiales.gen...Sellimonas.Drancourtella.	Clostridiales.gen..incertae.sedis	Clostridium	Collinsella	Coprobacillus	Coprococcus	Coriobacteriia.gen..incertae.sedis	Corynebacterium	Desulfovibrio	Dialister	Dielma	Dorea	Eggerthella	Eggerthellaceae.gen..incertae.sedis	Eisenbergiella	Erysipelatoclostridium	Erysipelotrichaceae.gen..incertae.sedis	Escherichia	Eubacterium	Faecalibacterium	Faecalicatena	Faecalitalea	Fenollaria	Finegoldia	Firmicutes.gen...Carnobacterium.Phascolarctobacterium.	Firmicutes.gen...Catenibacterium.Roseburia.	Firmicutes.gen...Clostridium.Eubacterium.	Firmicutes.gen...Coprobacillus.Clostridium.	Firmicutes.gen...Erysipelatoclostridium.Clostridioides.	Firmicutes.gen...Lactobacillus.Lachnospira.	Firmicutes.gen..incertae.sedis	Flavonifractor	Fusicatenibacter	Gemella	Gemmiger	Haemophilus	Holdemanella	Holdemania	Hungatella	Intestinibacter	Intestinimonas	Lachnoclostridium	Lachnospira	Lachnospiraceae.gen..incertae.sedis	Lactobacillus	Lactococcus	Leuconostoc	Massilimaliae	Massilioclostridium	Massiliomicrobiota	Mediterraneibacter	Megamonas	Megasphaera	Merdibacter	Merdimonas	Mesorhizobium	Mobiluncus	Mogibacterium	Neglecta	Odoribacter	Oscillibacter	Parabacteroides	Paraprevotella	Parasutterella	Parvimonas	Peptoniphilaceae.gen..incertae.sedis	Peptoniphilus	Peptostreptococcaceae.gen..incertae.sedis	Peptostreptococcus	Phascolarctobacterium	Phocea	Porphyromonas	Prevotella	Pseudoflavonifractor	Ralstonia	Romboutsia	Roseburia	Rothia	Ruminococcaceae.gen..incertae.sedis	Ruminococcus	Ruthenibacterium	Saccharibacteria.gen..incertae.sedis	Senegalimassilia	Solobacterium	Staphylococcus	Stoquefichus	Streptococcus	Sutterella	Sutterellaceae.gen..incertae.sedis	Tissierellia.gen..incertae.sedis	Turicibacter	Tyzzerella	Urmitella	Veillonella	Veillonellaceae.gen..incertae.sedis
NS10	0.000772499034376207	0.000386249517188104	0	0	0.000128749839062701	0	0.000128749839062701	0.000257499678125402	0	0	0	0.0276812153984808	0.00193124758594052	0.000257499678125402	0	0	0.00141624822968971	0	0.00424874468906914	0.000128749839062701	0.0780224024719969	0.000128749839062701	0.000128749839062701	0.14110982361272	0	0.00708124114844856	0	0	0	0	0	0	0.000128749839062701	0	0.00270374662031672	0.00141624822968971	0	0	0	0.105188618514227	0.0354062057422428	0.134543581820523	0	0.0288399639500451	0.000257499678125402	0	0	0.0468649414188232	0	0.0772499034376207	0.0119737350328312	0.00102999871250161	0	0.00102999871250161	0	0.000128749839062701	0.102098622376722	0.038367452040685	0	0	0	0	0.000257499678125402	0	0.000257499678125402	0	0.000128749839062701	0	0.000772499034376207	0.000386249517188104	0	0	0.00939873825157718	0	0	0	0	0	0	0.00205999742500322	0	0.0627011716235355	0	0.000128749839062701	0	0	0	0.000386249517188104	0.000128749839062701	0	0.0346337067078666	0	0	0	0	0	0	0	0.00231749710312862	0.000514999356250805	0.000386249517188104	0	0	0	0	0	0	0	0	0	0.00386249517188104	0	0	0.000386249517188104	0.00167374790781512	0	0.0221449723187846	0.000772499034376207	0.000901248873438908	0	0.00128749839062701	0	0	0.000128749839062701	0.000514999356250805	0.000128749839062701	0	0	0	0.00270374662031672	0	0	0
NS11	0	0.00242248062015504	0	0	0	0	0.00254360465116279	0.016109496124031	0	0	0	0.00375484496124031	0	0.000363372093023256	0	0	0.000121124031007752	0.00254360465116279	0.183018410852713	0	0.0334302325581395	0.000363372093023256	0	0.0155038759689922	0	0.00254360465116279	0	0.000121124031007752	0.000242248062015504	0	0	0.00169573643410853	0	0	0.00193798449612403	0.00121124031007752	0	0.000363372093023256	0	0.0651647286821705	0.00738856589147287	0.0104166666666667	0	0.00230135658914729	0.000242248062015504	0	0.00726744186046512	0	0	0.00593507751937985	0.000121124031007752	0.000726744186046512	0	0.000121124031007752	0	0.00060562015503876	0.00847868217054264	0.0443313953488372	0.000121124031007752	0.000242248062015504	0	0	0	0	0	0	0	0.000363372093023256	0.0208333333333333	0.00060562015503876	0.000121124031007752	0.000121124031007752	0	0.000121124031007752	0.00484496124031008	0.000363372093023256	0.000121124031007752	0	0	0.000363372093023256	0	0.0209544573643411	0.00278585271317829	0.000242248062015504	0	0	0	0	0	0	0.0359738372093023	0	0	0	0	0	0.000363372093023256	0.00339147286821705	0.0276162790697674	0.0371850775193798	0	0.000121124031007752	0	0	0	0	0	0.0145348837209302	0.000121124031007752	0	0.286337209302326	0	0	0.000121124031007752	0.00363372093023256	0	0.0380329457364341	0.064437984496124	0.00254360465116279	0	0.000484496124031008	0	0	0	0.000847868217054264	0.00314922480620155	0	0	0	0	0	0	0.00750968992248062
NS13	0	0	0	0	0.000355829676194995	0	0	0.00948879136519986	0.000118609892064998	0	0	0.117186573360218	0.000118609892064998	0.000118609892064998	0	0	0.00106748902858498	0	0.118372672280868	0	0	0	0	0.276598268295576	0	0.00201636816510497	0	0	0	0	0	0.00154192859684498	0	0.000118609892064998	0	0.00865852212074487	0	0	0	0.0226544893844147	0.00889574190487487	0	0	0.00806547266041988	0	0	0	0.000237219784129996	0	0.0532558415371842	0.00332107697781995	0.000237219784129996	0.000118609892064998	0.00189775827303997	0.000474439568259993	0	0.0779266990867038	0.0792314078994188	0.000237219784129996	0	0.000474439568259993	0.000118609892064998	0	0	0	0	0.000830269244454988	0	0.064405171391294	0.000948879136519986	0	0	0.0129284782350848	0	0	0.000830269244454988	0.000474439568259993	0.000830269244454988	0	0.00213497805716997	0	0.0555094294864192	0.000118609892064998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355829676194995	0	0	0	0	0	0.000355829676194995	0	0	0	0	0.000237219784129996	0.000593049460324991	0	0	0	0.0151820661843198	0	0.0460206381212193	0	0.000237219784129996	0	0	0	0	0	0.00415134622227494	0	0	0.000711659352389989	0.000118609892064998	0.000118609892064998	0	0	0
NS21	0	0	0	0	0.000211931757973932	0	0	0	0	0	0.000105965878986966	0.0682420260676062	0	0.000211931757973932	0	0	0.000741761152908763	0.00858323619794426	0.208222952209389	0	0.00222528345872629	0.000741761152908763	0	0.0458832256013564	0	0.00423863515947865	0	0	0	0	0.000423863515947865	0.000529829394934831	0	0	0.00699374801313977	0.00105965878986966	0	0	0.000105965878986966	0.0481085090600827	0.0498039631238741	0	0.000317897636960899	0.00635795273921797	0	0.000211931757973932	0	0.0183320970647452	0.000529829394934831	0.00678181625516584	0.000953692910882696	0	0.000423863515947865	0.000317897636960899	0	0.00105965878986966	0.0127159054784359	0.205891702871675	0.000211931757973932	0	0	0	0	0.000211931757973932	0.00105965878986966	0	0.000211931757973932	0.00487443043340044	0.000953692910882696	0.0225707322242238	0.00158948818480449	0.000105965878986966	0.00529829394934831	0.000317897636960899	0	0.00169545406379146	0.000529829394934831	0.00286107873264809	0	0.00254318109568719	0	0.0292465826004027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00434460103846561	0.006251986860231	0	0	0	0	0	0.000105965878986966	0	0	0.000211931757973932	0	0.000423863515947865	0	0	0.000211931757973932	0.14983575288757	0	0.0338031153968422	0.0122920419624881	0.00286107873264809	0	0	0	0	0.000211931757973932	0.00434460103846561	0	0	0	0	0.000741761152908763	0	0.00974886086680089	0
NS25	0	0	0	0	0	0	0	0.0130746820152064	0	0	0	0.0118666950898884	0.0360974916506786	0.000213174163291409	0	0	0.00206068357848362	0	0.265046543025652	0	0.00525829602785476	0.0030554963405102	0.000781638598735167	0.0303417892418106	0	0.0134299722873588	0	0	0	0	0	0	0	0	0.00575570240886805	0.00106587081645705	7.10580544304697e-05	0	0	0.113763945143182	0.0696368933418603	0	0	0.0063241668443118	0	0	0	0	0	0.00682157322532509	0.000213174163291409	0	0	7.10580544304697e-05	0.000355290272152348	7.10580544304697e-05	0.0100191856746962	0.194628011085056	7.10580544304697e-05	0	0	0	0.0265046543025652	0	0	0	0.000355290272152348	0	0.0016343352519008	0.0463298514886662	0	0	0.00788744404178214	0	0	0.00319761244937114	0.000213174163291409	0.000142116108860939	0	0.00284232217721879	7.10580544304697e-05	0.0341078661266255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000568464435443758	0.00362396077595395	0.00767426987849073	0	7.10580544304697e-05	0	0	0	7.10580544304697e-05	0	0	7.10580544304697e-05	0	0.000142116108860939	0	0	0.000923754707596106	0.000710580544304697	0	0.0326867050380161	0.000497406381013288	0.000994812762026576	0	0	0	0	0.000213174163291409	0.000213174163291409	0.000284232217721879	0.000142116108860939	0	7.10580544304697e-05	0.0376607688481489	0	0	0
NS27	0	0	0	0	0	0	0.0060755843888374	0.0075172484811039	0	0	0	0.0509731232622799	0	0	0.00092678405931418	0	0	0	0.103078982597055	0	0.194521676449387	0	0	0.0411904026361858	0	0.00164761610544743	0	0	0	0	0	0.000102976006590464	0	0	0.00483987230975183	0.00483987230975183	0.000308928019771393	0.000720832046133251	0	0.102976006590464	0.0567397796313459	0.00864998455359901	0	0.00350118422407579	0.000205952013180929	0	0	0.00916486458655133	0	0.00875296056018948	0	0.000308928019771393	0.000102976006590464	0.000102976006590464	0	0	0.062300483987231	0.132118216455566	0.000102976006590464	0	0	0	0	0	0	0	0.000102976006590464	0.000720832046133251	0.0258469776542066	0.000205952013180929	0	0	0	0.000617856039542787	0.00689939244156112	0.000205952013180929	0	0.00164761610544743	0	0	0	0.0547832355061271	0.000308928019771393	0	0	0	0	0	0.000308928019771393	0	0.000514880032952322	0	0	0	0	0	0	0	0.00370713623725672	0.00700236844815158	0.00185356811862836	0	0	0	0	0.000205952013180929	0.000102976006590464	0	0	0	0.000102976006590464	0	0	0.00247142415817115	0.0297600659046442	0	0.00679641643497065	0.03326125012872	0.000102976006590464	0	0.000617856039542787	0	0	0	0.0192565132324168	0.000102976006590464	0	0	0	0	0	0.000720832046133251	0
NS28	0	0	0	0	0	0	0.0277129521586931	0.00780338389731622	7.2928821470245e-05	0	0.000218786464410735	0.00794924154025671	0	0	0.000510501750291715	0	0.00342765460910152	0.000364644107351225	0.014002333722287	0.00904317386231038	0.0116686114352392	0.00029171528588098	0	0.00481330221703617	0	0.00240665110851809	0.00058343057176196	0	0	0.0014585764294049	0	0.000218786464410735	0.00328179696616103	0.00014585764294049	0.00058343057176196	0.000510501750291715	0.00014585764294049	0.00029171528588098	0	0.0937864644107351	0.200043757292882	0.000948074679113186	0.0304842473745624	0.00481330221703617	0	7.2928821470245e-05	0	0.0169194865810968	0	0.00204200700116686	0.00014585764294049	0.000510501750291715	0	0	0	0.000218786464410735	0.0126166861143524	0.0796382730455076	0	0	7.2928821470245e-05	0	0.00284422403733956	0	0	0	0	0	0.00773045507584597	0.000510501750291715	0.00058343057176196	0	0	0.000218786464410735	0.00299008168028005	0	0	0.00043757292882147	7.2928821470245e-05	0	0.00029171528588098	0.0114498249708285	0	0.000218786464410735	0	0	0	0	0	0	0.00014585764294049	0	0	0	7.2928821470245e-05	0	0	0.000802217036172695	0.00758459743290548	0.00619894982497083	0.000510501750291715	7.2928821470245e-05	0	7.2928821470245e-05	0.000218786464410735	7.2928821470245e-05	0	0	0	0.00029171528588098	0.372374562427071	0	0	7.2928821470245e-05	0.0121061843640607	0	0.0136376896149358	0.0142211201866978	7.2928821470245e-05	0	7.2928821470245e-05	0	7.2928821470245e-05	0	0.00109393232205368	0.00247957992998833	0.00014585764294049	7.2928821470245e-05	7.2928821470245e-05	0	0	0.000218786464410735	7.2928821470245e-05
NS29	0	0	0	0	0.000389256520046711	0	0	0.00282210977033865	0	0	0.000681198910081744	0.0362008563643441	0	0.000291942390035033	0	0	0.00136239782016349	0.00535227715064227	0.0354223433242507	0	0.184702218762164	0.000389256520046711	0.000194628260023355	0.0869988322304399	0	0.000194628260023355	0	0	0	0	0	0.00107045543012845	0.00447644998053717	9.73141300116777e-05	0	0	0.000194628260023355	0	0.0142078629817049	0.0475866095757104	0.0351304009342156	0.0155702608018684	0.000194628260023355	0.00116776956014013	0	0	0	0.0170299727520436	9.73141300116777e-05	0	0.00496302063059556	0.000486570650058388	0.00233553912028026	0.0237446477228494	0.00272479564032698	0	0.0118723238614247	0.0608213312572986	0.000291942390035033	0	0	0	0	0	0.0173219151420786	0	0.000973141300116777	0	0.0502140910860257	0.00194628260023355	0	0	0	0	0	0	0.00233553912028026	0.0091475282210977	0.000194628260023355	0.0394122226547295	0	0.00243285325029194	0	0.00107045543012845	9.73141300116777e-05	0	0.000291942390035033	9.73141300116777e-05	0	0	0	0	9.73141300116777e-05	0	0	0.000194628260023355	0	0	0.0043791358505255	0	0	0	0.000389256520046711	0	0	0.000291942390035033	9.73141300116777e-05	0	0	0	0.000194628260023355	0	0	0.0154729466718568	0.0393149085247178	0	0.0417477617750097	0.150447644998054	0.0155702608018684	0	0	9.73141300116777e-05	0	0.000681198910081744	0.0043791358505255	9.73141300116777e-05	0	0	0.000291942390035033	0.00165434021019852	0	0	0
NS30	0.000419727177334732	0	0.000104931794333683	0.000104931794333683	0.000209863588667366	0	0	0.000314795383001049	0	0	0.000104931794333683	0.034102833158447	0	0	0	0.000104931794333683	0.0012591815320042	0	0.0153200419727177	0	0.080797481636936	0	0	0.21395592864638	0	0.00104931794333683	0	0	0	0	0	0	0	0	0.00566631689401889	0.00115424973767051	0	0	0.0012591815320042	0.05299055613851	0.036096537250787	0.0196222455403987	0	0.0124868835257083	0	0	0	0.00346274921301154	0	0.0388247639034627	0.000734522560335782	0.000209863588667366	0	0.00167890870933893	0	0.00965372507869885	0.0320041972717733	0.0727177334732424	0	0	0	0	0	0.000104931794333683	0.0012591815320042	0	0.000419727177334732	0.00346274921301154	0.00199370409233998	0	0	0.000209863588667366	0	0	0	0.000944386149003148	0	0.00220356768100735	0	0.00136411332633788	0	0.154774396642183	0.000104931794333683	0	0	0	0	0.000209863588667366	0	0	0	0	0	0	0	0	0	0	0	0.000209863588667366	0	0	0	0.000104931794333683	0.000104931794333683	0.000104931794333683	0	0	0	0	0.000314795383001049	0	0	0.00335781741867786	0.182791185729276	0	0.000734522560335782	0.00241343126967471	0.000104931794333683	0.00178384050367261	0	0	0	0	0.00356768100734523	0	0.000734522560335782	0	0.000104931794333683	0	0	0.000104931794333683	0
NS32	0	0	0	0	0	0	0.00203345965431186	0.00536093908864035	0	0	0.000462149921434513	0.00277289952860708	0	9.24299842869027e-05	0	0	0.000277289952860708	0	0.037064423699048	0.000831869858582124	0.0115537480358628	0.00101672982715593	9.24299842869027e-05	0.0183011368888067	0	0.0035123394029023	0.000462149921434513	0	0	0	0.000462149921434513	0.00147887974859044	0	0	0.000739439874295221	0.00129401978001664	0	0.000369719937147611	0	0.0985303632498382	0.0770866068952768	0.00194102967002496	0.0273592753489232	0.0468620020334597	9.24299842869027e-05	0	0.00120158979572973	0.0742212773823828	9.24299842869027e-05	0.00767168869581292	0	0.000554579905721416	0	0.000184859968573805	9.24299842869027e-05	0.000277289952860708	0.144375635456142	0.127645808300213	0.000184859968573805	0	0	0	0.00120158979572973	0	0	0.000184859968573805	0	0	0.00942785839726407	0.000369719937147611	0.00221831962288566	0	0.000369719937147611	0	0	0.000277289952860708	0.000184859968573805	0.000277289952860708	0	9.24299842869027e-05	0	0.0251409557260375	0.0068398188372308	0	0	0	0	0	0	0	0	0	0	0	9.24299842869027e-05	0	0	0.00120158979572973	0.0205194565116924	0.00221831962288566	0	0.000184859968573805	0	0.000277289952860708	0	0	0	0	9.24299842869027e-05	9.24299842869027e-05	0.149736574544782	0.000184859968573805	0	0.000462149921434513	0.0181162769202329	0	0.0167298271559294	0.0439966725205657	0.000924299842869027	0	0.000277289952860708	0	0	0	0.00110915981144283	0.000554579905721416	0	9.24299842869027e-05	0	0	0	0	0
